GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2501959,7427
0400001US02,02,Alaska -- Urban,439912,2033
0400001US04,04,Arizona -- Urban,4878966,8590
0400001US05,05,Arkansas -- Urban,1463259,4752
0400001US06,06,California -- Urban,33732849,15968
0400001US08,08,Colorado -- Urban,3874507,5979
0400001US09,09,Connecticut -- Urban,3085942,3558
0400001US10,10,Delaware -- Urban,662678,2930
0400001US11,11,District of Columbia -- Urban,593955,*****
0400001US12,12,Florida -- Urban,15680461,12265
0400001US13,13,Georgia -- Urban,6394439,10675
0400001US15,15,Hawaii -- Urban,1210052,3089
0400001US16,16,Idaho -- Urban,956804,4381
0400001US17,17,Illinois -- Urban,10923185,7849
0400001US18,18,Indiana -- Urban,4375613,6297
0400001US19,19,Iowa -- Urban,1806377,3718
0400001US20,20,Kansas -- Urban,1975861,3488
0400001US21,21,Kentucky -- Urban,2359494,4750
0400001US22,22,Louisiana -- Urban,3084559,7239
0400001US23,23,Maine -- Urban,515587,2780
0400001US24,24,Maryland -- Urban,4829135,5317
0400001US25,25,Massachusetts -- Urban,5891413,4542
0400001US26,26,Michigan -- Urban,7195061,5325
0400001US27,27,Minnesota -- Urban,3599578,4115
0400001US28,28,Mississippi -- Urban,1336046,5683
0400001US29,29,Missouri -- Urban,3967430,5574
0400001US30,30,Montana -- Urban,510872,2680
0400001US31,31,Nebraska -- Urban,1242595,2174
0400001US32,32,Nevada -- Urban,2067646,6870
0400001US33,33,New Hampshire -- Urban,747450,2729
0400001US34,34,New Jersey -- Urban,8143401,4952
0400001US35,35,New Mexico -- Urban,1496872,5355
0400001US36,36,New York -- Urban,16817370,7188
0400001US37,37,North Carolina -- Urban,5362759,9936
0400001US38,38,North Dakota -- Urban,364847,1565
0400001US39,39,Ohio -- Urban,8617335,7568
0400001US40,40,Oklahoma -- Urban,2336313,4000
0400001US41,41,Oregon -- Urban,2996393,4765
0400001US42,42,Pennsylvania -- Urban,9613572,7231
0400001US44,44,Rhode Island -- Urban,952471,1744
0400001US45,45,South Carolina -- Urban,2631293,8767
0400001US46,46,South Dakota -- Urban,400471,2098
0400001US47,47,Tennessee -- Urban,3815907,7846
0400001US48,48,Texas -- Urban,18998811,13256
0400001US49,49,Utah -- Urban,2214427,4312
0400001US50,50,Vermont -- Urban,232224,1725
0400001US51,51,Virginia -- Urban,5655016,5851
0400001US53,53,Washington -- Urban,5341209,6843
0400001US54,54,West Virginia -- Urban,829178,4563
0400001US55,55,Wisconsin -- Urban,3734099,5010
0400001US56,56,Wyoming -- Urban,343139,1928
