GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2510949,10343
0400001US02,02,Alaska -- Urban,440499,4488
0400001US04,04,Arizona -- Urban,5094659,13992
0400001US05,05,Arkansas -- Urban,1465044,9386
0400001US06,06,California -- Urban,33619241,23148
0400001US08,08,Colorado -- Urban,3856967,11045
0400001US09,09,Connecticut -- Urban,3036450,6425
0400001US10,10,Delaware -- Urban,653192,4575
0400001US11,11,District of Columbia -- Urban,588373,*****
0400001US12,12,Florida -- Urban,15520723,18479
0400001US13,13,Georgia -- Urban,6555998,17674
0400001US15,15,Hawaii -- Urban,1160257,5518
0400001US16,16,Idaho -- Urban,949300,6843
0400001US17,17,Illinois -- Urban,11066997,13200
0400001US18,18,Indiana -- Urban,4342351,10872
0400001US19,19,Iowa -- Urban,1790718,9346
0400001US20,20,Kansas -- Urban,1967094,7883
0400001US21,21,Kentucky -- Urban,2320494,9612
0400001US22,22,Louisiana -- Urban,3019299,11954
0400001US23,23,Maine -- Urban,527298,5198
0400001US24,24,Maryland -- Urban,4758620,9412
0400001US25,25,Massachusetts -- Urban,5872126,7752
0400001US26,26,Michigan -- Urban,7318940,13378
0400001US27,27,Minnesota -- Urban,3574451,11114
0400001US28,28,Mississippi -- Urban,1356532,10015
0400001US29,29,Missouri -- Urban,3989326,11546
0400001US30,30,Montana -- Urban,506777,4571
0400001US31,31,Nebraska -- Urban,1219588,5622
0400001US32,32,Nevada -- Urban,2073666,8447
0400001US33,33,New Hampshire -- Urban,751454,5994
0400001US34,34,New Jersey -- Urban,8084584,9547
0400001US35,35,New Mexico -- Urban,1490452,8628
0400001US36,36,New York -- Urban,16974428,13772
0400001US37,37,North Carolina -- Urban,5315790,16347
0400001US38,38,North Dakota -- Urban,358951,2821
0400001US39,39,Ohio -- Urban,8655603,13083
0400001US40,40,Oklahoma -- Urban,2337477,12164
0400001US41,41,Oregon -- Urban,2966587,8305
0400001US42,42,Pennsylvania -- Urban,9472112,12766
0400001US44,44,Rhode Island -- Urban,949869,2928
0400001US45,45,South Carolina -- Urban,2584502,13183
0400001US46,46,South Dakota -- Urban,413530,4254
0400001US47,47,Tennessee -- Urban,3784683,11085
0400001US48,48,Texas -- Urban,18873857,27221
0400001US49,49,Utah -- Urban,2261336,7611
0400001US50,50,Vermont -- Urban,231922,3746
0400001US51,51,Virginia -- Urban,5527686,11151
0400001US53,53,Washington -- Urban,5230027,11809
0400001US54,54,West Virginia -- Urban,837346,7493
0400001US55,55,Wisconsin -- Urban,3734398,11662
0400001US56,56,Wyoming -- Urban,335637,4049
