GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2836411,6088
0400001US02,02,Alaska -- Urban,476424,2669
0400001US04,04,Arizona -- Urban,5832836,5941
0400001US05,05,Arkansas -- Urban,1648583,3852
0400001US06,06,California -- Urban,35803910,10985
0400001US08,08,Colorado -- Urban,4414572,4500
0400001US09,09,Connecticut -- Urban,3154237,4130
0400001US10,10,Delaware -- Urban,754432,2642
0400001US11,11,District of Columbia -- Urban,619371,*****
0400001US12,12,Florida -- Urban,17426904,10019
0400001US13,13,Georgia -- Urban,7380222,10062
0400001US15,15,Hawaii -- Urban,1270800,2739
0400001US16,16,Idaho -- Urban,1121781,4108
0400001US17,17,Illinois -- Urban,11375294,5691
0400001US18,18,Indiana -- Urban,4722193,5159
0400001US19,19,Iowa -- Urban,1964858,2568
0400001US20,20,Kansas -- Urban,2128060,2489
0400001US21,21,Kentucky -- Urban,2554710,4480
0400001US22,22,Louisiana -- Urban,3347736,5581
0400001US23,23,Maine -- Urban,513304,2893
0400001US24,24,Maryland -- Urban,5087630,5610
0400001US25,25,Massachusetts -- Urban,6073826,4828
0400001US26,26,Michigan -- Urban,7375857,5743
0400001US27,27,Minnesota -- Urban,3928077,3626
0400001US28,28,Mississippi -- Urban,1474372,4773
0400001US29,29,Missouri -- Urban,4231483,4395
0400001US30,30,Montana -- Urban,561078,2671
0400001US31,31,Nebraska -- Urban,1351460,1426
0400001US32,32,Nevada -- Urban,2573886,2839
0400001US33,33,New Hampshire -- Urban,794552,3190
0400001US34,34,New Jersey -- Urban,8359680,4494
0400001US35,35,New Mexico -- Urban,1610690,4540
0400001US36,36,New York -- Urban,17134735,6762
0400001US37,37,North Carolina -- Urban,6396721,8729
0400001US38,38,North Dakota -- Urban,414504,974
0400001US39,39,Ohio -- Urban,9008201,7310
0400001US40,40,Oklahoma -- Urban,2508653,3418
0400001US41,41,Oregon -- Urban,3142621,4520
0400001US42,42,Pennsylvania -- Urban,10009423,8816
0400001US44,44,Rhode Island -- Urban,954777,1710
0400001US45,45,South Carolina -- Urban,3119451,6183
0400001US46,46,South Dakota -- Urban,469344,1519
0400001US47,47,Tennessee -- Urban,4267070,6712
0400001US48,48,Texas -- Urban,21745912,12276
0400001US49,49,Utah -- Urban,2548987,3297
0400001US50,50,Vermont -- Urban,241332,1753
0400001US51,51,Virginia -- Urban,6120799,5537
0400001US53,53,Washington -- Urban,5741587,5718
0400001US54,54,West Virginia -- Urban,901989,4188
0400001US55,55,Wisconsin -- Urban,3998843,3557
0400001US56,56,Wyoming -- Urban,370205,1901
