GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2517192,20143
0400001US02,02,Alaska -- Urban,443803,6923
0400001US04,04,Arizona -- Urban,5178925,23855
0400001US05,05,Arkansas -- Urban,1489869,14720
0400001US06,06,California -- Urban,33811712,36958
0400001US08,08,Colorado -- Urban,3948835,19119
0400001US09,09,Connecticut -- Urban,3056412,11181
0400001US10,10,Delaware -- Urban,665383,8346
0400001US11,11,District of Columbia -- Urban,599657,*****
0400001US12,12,Florida -- Urban,15589207,36448
0400001US13,13,Georgia -- Urban,6641511,26731
0400001US15,15,Hawaii -- Urban,1157859,9319
0400001US16,16,Idaho -- Urban,960140,11500
0400001US17,17,Illinois -- Urban,11096522,22782
0400001US18,18,Indiana -- Urban,4345674,19660
0400001US19,19,Iowa -- Urban,1800029,15083
0400001US20,20,Kansas -- Urban,1981999,15893
0400001US21,21,Kentucky -- Urban,2369093,19679
0400001US22,22,Louisiana -- Urban,3140214,21332
0400001US23,23,Maine -- Urban,515332,11031
0400001US24,24,Maryland -- Urban,4817895,17007
0400001US25,25,Massachusetts -- Urban,5979405,15504
0400001US26,26,Michigan -- Urban,7267882,22782
0400001US27,27,Minnesota -- Urban,3600317,21104
0400001US28,28,Mississippi -- Urban,1374953,18568
0400001US29,29,Missouri -- Urban,4037996,20995
0400001US30,30,Montana -- Urban,525284,9761
0400001US31,31,Nebraska -- Urban,1245725,10201
0400001US32,32,Nevada -- Urban,2053970,13899
0400001US33,33,New Hampshire -- Urban,762223,10193
0400001US34,34,New Jersey -- Urban,8119345,17968
0400001US35,35,New Mexico -- Urban,1522180,15393
0400001US36,36,New York -- Urban,17087628,22763
0400001US37,37,North Carolina -- Urban,5408275,29122
0400001US38,38,North Dakota -- Urban,354288,6648
0400001US39,39,Ohio -- Urban,8684918,26605
0400001US40,40,Oklahoma -- Urban,2368099,20933
0400001US41,41,Oregon -- Urban,3055843,16718
0400001US42,42,Pennsylvania -- Urban,9590743,30324
0400001US44,44,Rhode Island -- Urban,947637,6462
0400001US45,45,South Carolina -- Urban,2637840,24124
0400001US46,46,South Dakota -- Urban,417718,6256
0400001US47,47,Tennessee -- Urban,3891056,22272
0400001US48,48,Texas -- Urban,19350400,49345
0400001US49,49,Utah -- Urban,2295682,13554
0400001US50,50,Vermont -- Urban,227693,6519
0400001US51,51,Virginia -- Urban,5645624,24449
0400001US53,53,Washington -- Urban,5359889,23791
0400001US54,54,West Virginia -- Urban,846388,12314
0400001US55,55,Wisconsin -- Urban,3738909,22034
0400001US56,56,Wyoming -- Urban,346956,6678
