GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2504852,20552
0400001US02,02,Alaska -- Urban,437882,7402
0400001US04,04,Arizona -- Urban,5144818,25418
0400001US05,05,Arkansas -- Urban,1482613,20378
0400001US06,06,California -- Urban,33797646,43509
0400001US08,08,Colorado -- Urban,3914015,19320
0400001US09,09,Connecticut -- Urban,3056626,11190
0400001US10,10,Delaware -- Urban,665560,8557
0400001US11,11,District of Columbia -- Urban,591833,*****
0400001US12,12,Florida -- Urban,15523821,32251
0400001US13,13,Georgia -- Urban,6646942,28150
0400001US15,15,Hawaii -- Urban,1169399,7963
0400001US16,16,Idaho -- Urban,958742,13090
0400001US17,17,Illinois -- Urban,11082801,26056
0400001US18,18,Indiana -- Urban,4358687,19898
0400001US19,19,Iowa -- Urban,1791570,15795
0400001US20,20,Kansas -- Urban,1980038,15788
0400001US21,21,Kentucky -- Urban,2339732,16860
0400001US22,22,Louisiana -- Urban,3079047,20051
0400001US23,23,Maine -- Urban,522649,11874
0400001US24,24,Maryland -- Urban,4773184,17469
0400001US25,25,Massachusetts -- Urban,5902139,14890
0400001US26,26,Michigan -- Urban,7258679,26970
0400001US27,27,Minnesota -- Urban,3591272,24174
0400001US28,28,Mississippi -- Urban,1374769,19988
0400001US29,29,Missouri -- Urban,3991075,22731
0400001US30,30,Montana -- Urban,509622,9652
0400001US31,31,Nebraska -- Urban,1217137,9687
0400001US32,32,Nevada -- Urban,2079710,17295
0400001US33,33,New Hampshire -- Urban,757815,11886
0400001US34,34,New Jersey -- Urban,8095994,17189
0400001US35,35,New Mexico -- Urban,1504035,13679
0400001US36,36,New York -- Urban,17015814,22611
0400001US37,37,North Carolina -- Urban,5377003,33378
0400001US38,38,North Dakota -- Urban,359113,6430
0400001US39,39,Ohio -- Urban,8646720,23006
0400001US40,40,Oklahoma -- Urban,2347497,22264
0400001US41,41,Oregon -- Urban,3016080,17960
0400001US42,42,Pennsylvania -- Urban,9468893,24948
0400001US44,44,Rhode Island -- Urban,944165,7620
0400001US45,45,South Carolina -- Urban,2610777,24595
0400001US46,46,South Dakota -- Urban,413934,8816
0400001US47,47,Tennessee -- Urban,3798028,22298
0400001US48,48,Texas -- Urban,19116003,41654
0400001US49,49,Utah -- Urban,2309482,15207
0400001US50,50,Vermont -- Urban,237865,6571
0400001US51,51,Virginia -- Urban,5546165,21328
0400001US53,53,Washington -- Urban,5294568,21856
0400001US54,54,West Virginia -- Urban,832404,13604
0400001US55,55,Wisconsin -- Urban,3727086,21399
0400001US56,56,Wyoming -- Urban,339570,6637
