GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2520352,11506
0400001US02,02,Alaska -- Urban,444485,4514
0400001US04,04,Arizona -- Urban,4897822,16766
0400001US05,05,Arkansas -- Urban,1469710,8971
0400001US06,06,California -- Urban,33988679,24466
0400001US08,08,Colorado -- Urban,3923067,11375
0400001US09,09,Connecticut -- Urban,3095461,5820
0400001US10,10,Delaware -- Urban,662384,5030
0400001US11,11,District of Columbia -- Urban,605045,*****
0400001US12,12,Florida -- Urban,15757730,23597
0400001US13,13,Georgia -- Urban,6439521,18949
0400001US15,15,Hawaii -- Urban,1217097,5090
0400001US16,16,Idaho -- Urban,963208,6754
0400001US17,17,Illinois -- Urban,10937055,12221
0400001US18,18,Indiana -- Urban,4389539,12288
0400001US19,19,Iowa -- Urban,1804397,8842
0400001US20,20,Kansas -- Urban,1984972,6807
0400001US21,21,Kentucky -- Urban,2377843,9440
0400001US22,22,Louisiana -- Urban,3116006,12214
0400001US23,23,Maine -- Urban,508352,5142
0400001US24,24,Maryland -- Urban,4861280,9914
0400001US25,25,Massachusetts -- Urban,5928017,8458
0400001US26,26,Michigan -- Urban,7150978,11398
0400001US27,27,Minnesota -- Urban,3605856,10250
0400001US28,28,Mississippi -- Urban,1340072,8029
0400001US29,29,Missouri -- Urban,3978427,8914
0400001US30,30,Montana -- Urban,513117,5004
0400001US31,31,Nebraska -- Urban,1245810,5124
0400001US32,32,Nevada -- Urban,2065501,10210
0400001US33,33,New Hampshire -- Urban,745611,5079
0400001US34,34,New Jersey -- Urban,8177531,7693
0400001US35,35,New Mexico -- Urban,1514874,6571
0400001US36,36,New York -- Urban,16900869,11260
0400001US37,37,North Carolina -- Urban,5409368,14774
0400001US38,38,North Dakota -- Urban,366411,3236
0400001US39,39,Ohio -- Urban,8614891,10400
0400001US40,40,Oklahoma -- Urban,2355361,8994
0400001US41,41,Oregon -- Urban,3031176,7925
0400001US42,42,Pennsylvania -- Urban,9636344,12781
0400001US44,44,Rhode Island -- Urban,949736,2915
0400001US45,45,South Carolina -- Urban,2645003,14602
0400001US46,46,South Dakota -- Urban,400239,3303
0400001US47,47,Tennessee -- Urban,3845282,10774
0400001US48,48,Texas -- Urban,19243178,28478
0400001US49,49,Utah -- Urban,2251083,7314
0400001US50,50,Vermont -- Urban,231305,3331
0400001US51,51,Virginia -- Urban,5717209,11854
0400001US53,53,Washington -- Urban,5409245,10848
0400001US54,54,West Virginia -- Urban,838082,7039
0400001US55,55,Wisconsin -- Urban,3736902,9930
0400001US56,56,Wyoming -- Urban,347077,3638
