GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2007 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2007 inflation-adjusted dollars)
0400000US01,01,Alabama,40554,428
0400000US02,02,Alaska,64333,1594
0400000US04,04,Arizona,49889,508
0400000US05,05,Arkansas,38134,739
0400000US06,06,California,59948,295
0400000US08,08,Colorado,55212,650
0400000US09,09,Connecticut,65967,815
0400000US10,10,Delaware,54610,1581
0400000US11,11,District of Columbia,54317,1984
0400000US12,12,Florida,47804,341
0400000US13,13,Georgia,49136,488
0400000US15,15,Hawaii,63746,1923
0400000US16,16,Idaho,46253,755
0400000US17,17,Illinois,54124,370
0400000US18,18,Indiana,47448,378
0400000US19,19,Iowa,47292,577
0400000US20,20,Kansas,47451,640
0400000US21,21,Kentucky,40267,522
0400000US22,22,Louisiana,40926,457
0400000US23,23,Maine,45888,710
0400000US24,24,Maryland,68080,740
0400000US25,25,Massachusetts,62365,510
0400000US26,26,Michigan,47950,386
0400000US27,27,Minnesota,55802,605
0400000US28,28,Mississippi,36338,686
0400000US29,29,Missouri,45114,489
0400000US30,30,Montana,43531,1028
0400000US31,31,Nebraska,47085,689
0400000US32,32,Nevada,55062,936
0400000US33,33,New Hampshire,62369,1147
0400000US34,34,New Jersey,67035,573
0400000US35,35,New Mexico,41452,677
0400000US36,36,New York,53514,349
0400000US37,37,North Carolina,44670,432
0400000US38,38,North Dakota,43753,1205
0400000US39,39,Ohio,46597,304
0400000US40,40,Oklahoma,41567,395
0400000US41,41,Oregon,48730,681
0400000US42,42,Pennsylvania,48576,297
0400000US44,44,Rhode Island,53568,1353
0400000US45,45,South Carolina,43329,635
0400000US46,46,South Dakota,43424,944
0400000US47,47,Tennessee,42367,345
0400000US48,48,Texas,47548,308
0400000US49,49,Utah,55109,762
0400000US50,50,Vermont,49907,1176
0400000US51,51,Virginia,59562,589
0400000US53,53,Washington,55591,501
0400000US54,54,West Virginia,37060,760
0400000US55,55,Wisconsin,50578,364
0400000US56,56,Wyoming,51731,1322
0400000US72,72,Puerto Rico,17741,390
