GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
0400000US01,01,Alabama,40474,472
0400000US02,02,Alaska,64576,2085
0400000US04,04,Arizona,46789,531
0400000US05,05,Arkansas,38307,643
0400000US06,06,California,57708,354
0400000US08,08,Colorado,54046,729
0400000US09,09,Connecticut,64032,1092
0400000US10,10,Delaware,55847,1499
0400000US11,11,District of Columbia,60903,1540
0400000US12,12,Florida,44409,324
0400000US13,13,Georgia,46430,470
0400000US15,15,Hawaii,63030,1556
0400000US16,16,Idaho,43490,1005
0400000US17,17,Illinois,52972,439
0400000US18,18,Indiana,44613,452
0400000US19,19,Iowa,47961,647
0400000US20,20,Kansas,48257,870
0400000US21,21,Kentucky,40062,502
0400000US22,22,Louisiana,42505,707
0400000US23,23,Maine,45815,953
0400000US24,24,Maryland,68854,922
0400000US25,25,Massachusetts,62072,408
0400000US26,26,Michigan,45413,306
0400000US27,27,Minnesota,55459,457
0400000US28,28,Mississippi,36851,635
0400000US29,29,Missouri,44301,507
0400000US30,30,Montana,42666,1130
0400000US31,31,Nebraska,48408,904
0400000US32,32,Nevada,51001,792
0400000US33,33,New Hampshire,61042,1147
0400000US34,34,New Jersey,67681,763
0400000US35,35,New Mexico,42090,734
0400000US36,36,New York,54148,376
0400000US37,37,North Carolina,43326,370
0400000US38,38,North Dakota,48670,1575
0400000US39,39,Ohio,45090,294
0400000US40,40,Oklahoma,42072,407
0400000US41,41,Oregon,46560,542
0400000US42,42,Pennsylvania,49288,433
0400000US44,44,Rhode Island,52254,1244
0400000US45,45,South Carolina,42018,424
0400000US46,46,South Dakota,45904,1215
0400000US47,47,Tennessee,41461,403
0400000US48,48,Texas,48615,347
0400000US49,49,Utah,54744,625
0400000US50,50,Vermont,49406,1483
0400000US51,51,Virginia,60674,457
0400000US53,53,Washington,55631,550
0400000US54,54,West Virginia,38218,896
0400000US55,55,Wisconsin,49001,500
0400000US56,56,Wyoming,53512,1894
0400000US72,72,Puerto Rico,18862,324
