GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2013 inflation-adjusted dollars)
0400000US01,01,Alabama,43253,241
0400000US02,02,Alaska,70760,732
0400000US04,04,Arizona,49774,253
0400000US05,05,Arkansas,40768,330
0400000US06,06,California,61094,157
0400000US08,08,Colorado,58433,314
0400000US09,09,Connecticut,69461,411
0400000US10,10,Delaware,59878,714
0400000US11,11,District of Columbia,65830,1006
0400000US12,12,Florida,46956,149
0400000US13,13,Georgia,49179,208
0400000US15,15,Hawaii,67402,734
0400000US16,16,Idaho,46767,413
0400000US17,17,Illinois,56797,190
0400000US18,18,Indiana,48248,198
0400000US19,19,Iowa,51843,258
0400000US20,20,Kansas,51332,304
0400000US21,21,Kentucky,43036,250
0400000US22,22,Louisiana,44874,251
0400000US23,23,Maine,48453,521
0400000US24,24,Maryland,73538,404
0400000US25,25,Massachusetts,66866,318
0400000US26,26,Michigan,48411,163
0400000US27,27,Minnesota,59836,236
0400000US28,28,Mississippi,39031,319
0400000US29,29,Missouri,47380,216
0400000US30,30,Montana,46230,453
0400000US31,31,Nebraska,51672,325
0400000US32,32,Nevada,52800,389
0400000US33,33,New Hampshire,64916,611
0400000US34,34,New Jersey,71629,303
0400000US35,35,New Mexico,44927,432
0400000US36,36,New York,58003,204
0400000US37,37,North Carolina,46334,196
0400000US38,38,North Dakota,53741,572
0400000US39,39,Ohio,48308,197
0400000US40,40,Oklahoma,45339,196
0400000US41,41,Oregon,50229,278
0400000US42,42,Pennsylvania,52548,165
0400000US44,44,Rhode Island,56361,645
0400000US45,45,South Carolina,44779,250
0400000US46,46,South Dakota,49495,516
0400000US47,47,Tennessee,44298,222
0400000US48,48,Texas,51900,132
0400000US49,49,Utah,58821,388
0400000US50,50,Vermont,54267,548
0400000US51,51,Virginia,63907,248
0400000US53,53,Washington,59478,291
0400000US54,54,West Virginia,41043,338
0400000US55,55,Wisconsin,52413,173
0400000US56,56,Wyoming,57406,841
0400000US72,72,Puerto Rico,19624,137
