GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2009 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2009 inflation-adjusted dollars)
0400000US01,01,Alabama,41216,231
0400000US02,02,Alaska,64635,747
0400000US04,04,Arizona,50296,228
0400000US05,05,Arkansas,38542,288
0400000US06,06,California,60392,154
0400000US08,08,Colorado,56222,261
0400000US09,09,Connecticut,67721,389
0400000US10,10,Delaware,57618,579
0400000US11,11,District of Columbia,56519,913
0400000US12,12,Florida,47450,156
0400000US13,13,Georgia,49466,220
0400000US15,15,Hawaii,64661,568
0400000US16,16,Idaho,46183,428
0400000US17,17,Illinois,55222,192
0400000US18,18,Indiana,47465,193
0400000US19,19,Iowa,48052,203
0400000US20,20,Kansas,48394,276
0400000US21,21,Kentucky,41197,243
0400000US22,22,Louisiana,42167,259
0400000US23,23,Maine,46541,400
0400000US24,24,Maryland,69475,307
0400000US25,25,Massachusetts,64496,321
0400000US26,26,Michigan,48700,162
0400000US27,27,Minnesota,57007,210
0400000US28,28,Mississippi,36796,282
0400000US29,29,Missouri,46005,181
0400000US30,30,Montana,43089,464
0400000US31,31,Nebraska,47995,270
0400000US32,32,Nevada,55585,420
0400000US33,33,New Hampshire,63033,443
0400000US34,34,New Jersey,68981,284
0400000US35,35,New Mexico,42742,371
0400000US36,36,New York,55233,179
0400000US37,37,North Carolina,45069,212
0400000US38,38,North Dakota,45140,557
0400000US39,39,Ohio,47144,158
0400000US40,40,Oklahoma,41861,256
0400000US41,41,Oregon,49033,272
0400000US42,42,Pennsylvania,49737,158
0400000US44,44,Rhode Island,55569,655
0400000US45,45,South Carolina,43572,213
0400000US46,46,South Dakota,44828,413
0400000US47,47,Tennessee,42943,195
0400000US48,48,Texas,48199,150
0400000US49,49,Utah,55642,374
0400000US50,50,Vermont,51284,467
0400000US51,51,Virginia,60316,258
0400000US53,53,Washington,56384,246
0400000US54,54,West Virginia,37356,321
0400000US55,55,Wisconsin,51569,163
0400000US56,56,Wyoming,51990,724
0400000US72,72,Puerto Rico,18627,143
