GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
0400000US01,01,Alabama,41788,252
0400000US02,02,Alaska,67016,1142
0400000US04,04,Arizona,49214,342
0400000US05,05,Arkansas,38851,318
0400000US06,06,California,60016,161
0400000US08,08,Colorado,55945,318
0400000US09,09,Connecticut,67067,520
0400000US10,10,Delaware,57613,822
0400000US11,11,District of Columbia,59822,1355
0400000US12,12,Florida,46077,157
0400000US13,13,Georgia,48448,294
0400000US15,15,Hawaii,66201,984
0400000US16,16,Idaho,45824,468
0400000US17,17,Illinois,55010,211
0400000US18,18,Indiana,46529,246
0400000US19,19,Iowa,48827,364
0400000US20,20,Kansas,49444,396
0400000US21,21,Kentucky,40990,282
0400000US22,22,Louisiana,43362,337
0400000US23,23,Maine,46405,438
0400000US24,24,Maryland,70017,425
0400000US25,25,Massachusetts,63961,404
0400000US26,26,Michigan,46861,188
0400000US27,27,Minnesota,56456,210
0400000US28,28,Mississippi,37696,402
0400000US29,29,Missouri,45829,246
0400000US30,30,Montana,43335,631
0400000US31,31,Nebraska,49075,446
0400000US32,32,Nevada,54065,576
0400000US33,33,New Hampshire,61989,597
0400000US34,34,New Jersey,69400,403
0400000US35,35,New Mexico,43569,495
0400000US36,36,New York,55217,234
0400000US37,37,North Carolina,44958,219
0400000US38,38,North Dakota,47815,654
0400000US39,39,Ohio,46563,170
0400000US40,40,Oklahoma,42829,314
0400000US41,41,Oregon,48446,385
0400000US42,42,Pennsylvania,50289,182
0400000US44,44,Rhode Island,53887,872
0400000US45,45,South Carolina,43208,324
0400000US46,46,South Dakota,46520,574
0400000US47,47,Tennessee,42612,311
0400000US48,48,Texas,49585,212
0400000US49,49,Utah,55764,425
0400000US50,50,Vermont,51605,687
0400000US51,51,Virginia,61090,277
0400000US53,53,Washington,56911,325
0400000US54,54,West Virginia,38338,353
0400000US55,55,Wisconsin,50814,203
0400000US56,56,Wyoming,54297,1006
0400000US72,72,Puerto Rico,18692,166
