GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2011 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2011 inflation-adjusted dollars)
0400000US01,01,Alabama,41973,255
0400000US02,02,Alaska,68211,1165
0400000US04,04,Arizona,48518,348
0400000US05,05,Arkansas,39588,360
0400000US06,06,California,59641,157
0400000US08,08,Colorado,56345,372
0400000US09,09,Connecticut,67427,521
0400000US10,10,Delaware,58580,924
0400000US11,11,District of Columbia,62214,1131
0400000US12,12,Florida,45736,171
0400000US13,13,Georgia,47690,343
0400000US15,15,Hawaii,64909,796
0400000US16,16,Idaho,45254,577
0400000US17,17,Illinois,55044,203
0400000US18,18,Indiana,46815,224
0400000US19,19,Iowa,50028,338
0400000US20,20,Kansas,49929,415
0400000US21,21,Kentucky,41479,248
0400000US22,22,Louisiana,43484,446
0400000US23,23,Maine,47206,553
0400000US24,24,Maryland,71294,365
0400000US25,25,Massachusetts,64504,444
0400000US26,26,Michigan,46847,175
0400000US27,27,Minnesota,57439,282
0400000US28,28,Mississippi,37813,401
0400000US29,29,Missouri,46123,272
0400000US30,30,Montana,44392,646
0400000US31,31,Nebraska,50365,355
0400000US32,32,Nevada,52276,494
0400000US33,33,New Hampshire,63168,801
0400000US34,34,New Jersey,69911,379
0400000US35,35,New Mexico,43715,432
0400000US36,36,New York,55972,230
0400000US37,37,North Carolina,44942,256
0400000US38,38,North Dakota,50671,596
0400000US39,39,Ohio,46595,204
0400000US40,40,Oklahoma,43530,364
0400000US41,41,Oregon,48377,369
0400000US42,42,Pennsylvania,51016,178
0400000US44,44,Rhode Island,54525,617
0400000US45,45,South Carolina,43304,291
0400000US46,46,South Dakota,48208,754
0400000US47,47,Tennessee,42661,268
0400000US48,48,Texas,50266,117
0400000US49,49,Utah,56610,414
0400000US50,50,Vermont,52941,724
0400000US51,51,Virginia,62391,336
0400000US53,53,Washington,57742,385
0400000US54,54,West Virginia,39453,509
0400000US55,55,Wisconsin,51009,219
0400000US56,56,Wyoming,56290,1020
0400000US72,72,Puerto Rico,19089,171
