GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2013 inflation-adjusted dollars)
0400000US01,01,Alabama,42757,328
0400000US02,02,Alaska,70477,982
0400000US04,04,Arizona,48546,355
0400000US05,05,Arkansas,40457,318
0400000US06,06,California,59645,184
0400000US08,08,Colorado,57892,415
0400000US09,09,Connecticut,68130,530
0400000US10,10,Delaware,59399,979
0400000US11,11,District of Columbia,66950,1497
0400000US12,12,Florida,45872,197
0400000US13,13,Georgia,47893,314
0400000US15,15,Hawaii,66308,849
0400000US16,16,Idaho,46011,525
0400000US17,17,Illinois,55799,238
0400000US18,18,Indiana,47839,291
0400000US19,19,Iowa,51653,274
0400000US20,20,Kansas,50808,302
0400000US21,21,Kentucky,42576,342
0400000US22,22,Louisiana,43856,433
0400000US23,23,Maine,47405,543
0400000US24,24,Maryland,72345,375
0400000US25,25,Massachusetts,66135,397
0400000US26,26,Michigan,47793,221
0400000US27,27,Minnesota,59791,298
0400000US28,28,Mississippi,38087,423
0400000US29,29,Missouri,46640,262
0400000US30,30,Montana,45951,634
0400000US31,31,Nebraska,51370,309
0400000US32,32,Nevada,50773,354
0400000US33,33,New Hampshire,64689,658
0400000US34,34,New Jersey,70324,351
0400000US35,35,New Mexico,43747,496
0400000US36,36,New York,57327,222
0400000US37,37,North Carolina,45696,229
0400000US38,38,North Dakota,54920,802
0400000US39,39,Ohio,47782,191
0400000US40,40,Oklahoma,45171,293
0400000US41,41,Oregon,49519,463
0400000US42,42,Pennsylvania,51953,187
0400000US44,44,Rhode Island,55675,823
0400000US45,45,South Carolina,43973,347
0400000US46,46,South Dakota,49332,658
0400000US47,47,Tennessee,43697,327
0400000US48,48,Texas,51375,161
0400000US49,49,Utah,58561,397
0400000US50,50,Vermont,53853,741
0400000US51,51,Virginia,63056,285
0400000US53,53,Washington,58592,387
0400000US54,54,West Virginia,40830,414
0400000US55,55,Wisconsin,51768,225
0400000US56,56,Wyoming,57197,968
0400000US72,72,Puerto Rico,19366,175
